ID	TOKENS	PROTOFORM	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
1194	ʃ aʊ ə	*skūrō	ʃaʊə	shower	327	English				shower	*skūrō	356
2187	s ċ ū r	*skūrō	ʃaʊə	sċūr	327	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shower	*skūrō	356
1193	ʃ au ə r	*skūrō	ʃauər	Schauer	327	German				shower	*skūrō	356
231	s aɪ d	*sīdōn	saɪd	side	64	English				side	*sīdōn	357
2188	s ī d e	*sīdōn	saɪd	sīde	64	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			side	*sīdōn	357
230	z ai t ə	*sīdōn	zaitə	Seite	64	German				side	*sīdōn	357
1750	z eː f	*sibăz	zeːf	zeef	479	Dutch				sieve	*sibăz	228
1749	s ɪ v	*sibăz	sɪv	sieve	479	English				sieve	*sibăz	228
2189	s i f e	*sibăz	sɪv	sife	479	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sieve	*sibăz	228
1748	z iː p	*sibăz	ziːp	Sieb	479	German				sieve	*sibăz	228
1569	z ɪ ŋ ə	*singwăną	zɪŋə	zingen	430	Dutch				sing	*singwăną	229
1568	s ɪ ŋ	*singwăną	sɪŋ	sing	430	English				sing	*singwăną	229
2190	s i n g a n	*singwăną	sɪŋ	singan	430	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sing	*singwăną	229
1567	z ɪ ŋ ə n	*singwăną	zɪŋən	singen	430	German				sing	*singwăną	229
1609	z ɛ ŋ ə	*sangjăną	zɛŋə	zengen	441	Dutch				singe	*sangjăną	230
1608	s ɪ n ʤ	*sangjăną	sɪnʤ	singe	441	English				singe	*sangjăną	230
2191	s e n ġ a n	*sangjăną	sɪnʤ	senġan	441	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			singe	*sangjăną	230
1607	z ɛ ŋ ə n	*sangjăną	zɛŋən	sengen	441	German				singe	*sangjăną	230
1055	z ʉ s t ə r	*swestēr	zʉstər	zuster	289	Dutch				sister	*swestēr	231
1054	s ɪ s t ə	*swestēr	sɪstə	sister	289	English				sister	*swestēr	231
2192	s w u s t o r	*swestēr	sɪstə	swustor	289	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sister	*swestēr	231
1053	ʃ v ɛ s t ə r	*swestēr	ʃvɛstər	Schwester	289	German				sister	*swestēr	231
1191	z ɪ t ə	*setjăną	zɪtə	zitten	326	Dutch				sit	*setjăną	232
1190	s ɪ t	*setjăną	sɪt	sit	326	English				sit	*setjăną	232
2193	s i t t a n	*setjăną	sɪt	sittan	326	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sit	*setjăną	232
1189	z ɪ ts ə n	*setjăną	zɪt͡sən	sitzen	326	German				sit	*setjăną	232
1162	z ɛ s	*sexs	zɛs	zes	318	Dutch				six	*sexs	233
1161	s ɪ k s	*sexs	sɪks	six	318	English				six	*sexs	233
2194	s i x	*sexs	sɪks	six	318	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			six	*sexs	233
1160	z ɛ k s	*sexs	zɛks	sechs	318	German				six	*sexs	233
1146	s l aː n	*slaxăną	slaːn	slaan	314	Dutch				slay	*slaxăną	234
1145	s l eɪ	*slaxăną	sleɪ	slay	314	English				slay	*slaxăną	234
2195	s l ē a n	*slaxăną	sleɪ	slēan	314	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			slay	*slaxăną	234
1144	ʃ l aː ɡ ə n	*slaxăną	ʃlaːɡən	schlagen	314	German				slay	*slaxăną	234
1668	s l aː p ə	*slēpăną	slaːpə	slapen	457	Dutch				sleep	*slēpăną	235
1667	s l iː p	*slēpăną	sliːp	sleep	457	English				sleep	*slēpăną	235
2196	s l ǣ p a n	*slēpăną	sliːp	slǣpan	457	Old_English	OE target: slǣp→slǣpan (inf. of str.v. class VII 'to sleep')			sleep	*slēpăną	235
1666	ʃ l aː f ə n	*slēpăną	ʃlaːfən	schlafen	457	German				sleep	*slēpăną	235
1912	s l ɛɪ m	*slīmą	slɛɪm	slijm	524	Dutch				slime	*slīmą	236
1911	s l aɪ m	*slīmą	slaɪm	slime	524	English				slime	*slīmą	236
2197	s l ī m	*slīmą	slaɪm	slīm	524	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			slime	*slīmą	236
1910	ʃ l ai m	*slīmą	ʃlaim	Schleim	524	German				slime	*slīmą	236
1815	s m eː r ə	*smerwjăną	smeːrə	smeren	497	Dutch				smear	*smerwjăną	237
1814	s m ɪə	*smerwjăną	smɪə	smear	497	English				smear	*smerwjăną	237
2198	s m ie r w a n	*smerwjăną	smɪə	smierwan	497	Old_English	Source: Kroonen p.458 *smerwjan- > OE smierwan; R/T §6.7.1 p.289 WS smierwan (Merc. smirwan is Anglian)			smear	*smerwjăną	237
1813	ʃ m iː r ə n	*smerwjăną	ʃmiːrən	schmieren	497	German				smear	*smerwjăną	237
1059	s n eː ʋ	*snaiwăz	sneːʋ	sneeuw	290	Dutch				snow	*snaiwăz	238
1058	s n əʊ	*snaiwăz	snəʊ	snow	290	English				snow	*snaiwăz	238
2199	s n ā w	*snaiwăz	snɑːw	snāw	290	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | TSV fix: proto *snaigwăz → *snaiwăz (Kroonen *snaiwa-, R/T *snaiwaz; no labiovelar in this etymology).			snow	*snaiwăz	238
1057	ʃ n eː	*snaiwăz	ʃneː	Schnee	290	German				snow	*snaiwăz	238
1100	z ɔ r x	*surgō	zɔrx	zorg	301	Dutch				sorrow	*surgō	239
1099	s ɔ r əʊ	*surgō	sɔrəʊ	sorrow	301	English				sorrow	*surgō	239
2200	s o r g	*surgō	sɔrəʊ	sorg	301	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sorrow	*surgō	239
1098	z ɔ r ɡ ə	*surgō	zɔrɡə	Sorge	301	German				sorrow	*surgō	239
1325	z iː l	*saiwălō	ziːl	ziel	363	Dutch				soul	*saiwălō	240
1324	s əʊ l	*saiwălō	səʊl	soul	363	English				soul	*saiwălō	240
2201	s ā w o l	*saiwălō	səʊl	sāwol	363	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			soul	*saiwălō	240
1323	z eː l ə	*saiwălō	zeːlə	Seele	363	German				soul	*saiwălō	240
1359	s p ɑ n ə	*spannăną	spɑnə	spannen	372	Dutch				span	*spannăną	241
1358	s p æ n	*spannăną	spæn	span	372	English				span	*spannăną	241
2202	s p a n n a n	*spannăną	spæn	spannan	372	Old_English	OE target: spann→spannan (inf. of str.v. class VII; noun 'spann' in *spannō row)			span	*spannăną	241
570	s p æ n	*spannō	spæn	span	156	English				span	*spannō	241
2203	s p a n n	*spannō	spæn	spann	156	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			span	*spannō	241
1357	ʃ p a n ə n	*spannăną	ʃpanən	spannen	372	German				span	*spannăną	241
569	ʃ p a n ə	*spannō	ʃpanə	Spanne	156	German				span	*spannō	241
1232	s p ɑ r	*sparrô	spɑr	spar	338	Dutch				spar	*sparrô	242
1231	s p ɑː	*sparrô	spɑː	spar	338	English				spar	*sparrô	242
2204	s p e a r r a	*sparrô	spɑː	spearra	338	Old_English	Kroonen *sparran- m. 'rafter, spar' → OE spearra m.; sperran is the verb 'to bar'			spar	*sparrô	242
1230	ʃ p a r ə n	*sparrô	ʃparən	Sparren	338	German				spar	*sparrô	242
835	s p aː r ə	*sparēną	spaːrə	sparen	229	Dutch				spare	*sparēną	243
834	s p ɛə	*sparēną	spɛə	spare	229	English				spare	*sparēną	243
2205	s p a r i a n	*sparēną	spɛə	sparian	229	Old_English	R/T: PGmc *sparēną > OE sparian (to spare); not adj spær			spare	*sparēną	243
833	ʃ p aː r ə n	*sparēną	ʃpaːrən	sparen	229	German				spare	*sparēną	243
367	s p eː r	*speru	speːr	speer	101	Dutch				spear	*speru	244
366	s p ɪə	*speru	spɪə	spear	101	English				spear	*speru	244
2206	s p e r e	*speru	spɪə	spere	101	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spear	*speru	244
365	ʃ p eː r	*speru	ʃpeːr	Speer	101	German				spear	*speru	244
303	s p ɪ n ə	*spinnăną	spɪnə	spinnen	84	Dutch				spin	*spinnăną	245
302	s p ɪ n	*spinnăną	spɪn	spin	84	English				spin	*spinnăną	245
2207	s p i n n a n	*spinnăną	spɪn	spinnan	84	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spin	*spinnăną	245
301	ʃ p ɪ n ə n	*spinnăną	ʃpɪnən	spinnen	84	German				spin	*spinnăną	245
181	s p ɪ l	*spennilō	spɪl	spil	51	Dutch				spindle	*spennilō	246
180	s p ɪ n d ə l	*spennilō	spɪndḷ	spindle	51	English				spindle	*spennilō	246
2208	s p i n d l e	*spennilō	spɪndḷ	spindle	51	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spindle	*spennilō	246
179	ʃ p ɪ n d ə l	*spennilō	ʃpɪndəl	Spindel	51	German				spindle	*spennilō	246
417	s p aː n	*spēnuz	spaːn	spaan	114	Dutch				spoon	*spēnuz	247
416	s p uː n	*spēnuz	spuːn	spoon	114	English				spoon	*spēnuz	247
2209	s p ō n	*spēnuz	spuːn	spōn	114	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spoon	*spēnuz	247
415	ʃ p aː n	*spēnuz	ʃpaːn	Span	114	German				spoon	*spēnuz	247
1504	s p r ɛɪ d ə	*spraidjăną	sprɛɪdə	spreiden	412	Dutch				spread	*spraidjăną	248
1503	s p r ɛ d	*spraidjăną	sprɛd	spread	412	English				spread	*spraidjăną	248
2210	s p r ǣ d a n	*spraidjăną	sprɛd	sprǣdan	412	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spread	*spraidjăną	248
1502	ʃ p r ai t ə n	*spraidjăną	ʃpraitən	spreiten	412	German				spread	*spraidjăną	248
71	s p oː r	*spurô	spoːr	spoor	20	Dutch				spur	*spurô	249
70	s p ɜː	*spurô	spɜː	spur	20	English				spur	*spurô	249
2211	s p o r a	*spurô	spɜː	spora	20	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			spur	*spurô	249
69	ʃ p ɔ r n	*spurô	ʃpɔrn	Sporn	20	German				spur	*spurô	249
1405	s t ɑ f	*stabiz	stɑf	staf	384	Dutch				staff	*stabiz	250
1404	s t ɑː f	*stabiz	stɑːf	staff	384	English				staff	*stabiz	250
2212	s t æ f	*stabăz	stɑːf	stæf	384	Old_English	Kroonen: *staba- m. 'staff; letter' (a-stem). OE stæf has æ (not e), ruling out i-stem *-iz. Using a-stem *stabăz.			staff	*stabăz	250
1403	ʃ t aː p	*stabiz	ʃtaːp	Stab	384	German				staff	*stabiz	250
30	s t aː r t	*sturtijăną	staːrt	staart	8	Dutch				start	*sturtijăną	251
29	s t ɑː t	*sturtijăną	stɑːt	start	8	English				start	*sturtijăną	251
2213	s t y r t a n	*sturtijăną	stɑːt	styrtan	8	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			start	*sturtijăną	251
28	ʃ t ɛ r ts	*sturtijăną	ʃtɛrt͡s	Sterz	8	German				start	*sturtijăną	251
322	s t ɛ r v ə	*sterbăną	stɛrvə	sterven	89	Dutch				starve	*sterbăną	252
321	s t ɑː v	*sterbăną	stɑːv	starve	89	English				starve	*sterbăną	252
2214	s t e o r f a n	*sterbăną	stɑːv	steorfan	89	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			starve	*sterbăną	252
320	ʃ t ɛ r b ə n	*sterbăną	ʃtɛrbən	sterben	89	German				starve	*sterbăną	252
460	s t eː l ə	*stelăną	steːlə	stelen	126	Dutch				steal	*stelăną	253
459	s t iː l	*stelăną	stiːl	steal	126	English				steal	*stelăną	253
2215	s t e l a n	*stelăną	stiːl	stelan	126	Old_English	Source: Wiktionary etymology (Old English link) | Source: Wiktionary etymology (Old English link)			steal	*stelăną	253
458	ʃ t eː l ə n	*stelăną	ʃteːlən	stehlen	126	German				steal	*stelăną	253
1627	s t ɑ m	*stamnăz	stɑm	stam	446	Dutch				stem	*stamnăz	254
1626	s t ɛ m	*stamnăz	stɛm	stem	446	English				stem	*stamnăz	254
2216	s t e f n	*stebnō	stefn	stefn	446	Old_English	Pre-OE transponent *stebn- (citation form *stebnō per R/T p.330) > OE stefn. The form stemn is a later WS variant (fn > mn assimilation, Bülbring §445: 'erst in Alfreds Zeit'). The deeper PGmc reconstruction remains disputed (see DEV_NOTES); this entry uses the local pre-OE transponent and defers cross-branch analysis.			stem	*stebnō	254
1625	ʃ t a m	*stamnăz	ʃtam	Stamm	446	German				stem	*stamnăz	254
1397	s t ɪ l ə	*stelljăną	stɪlə	stillen	382	Dutch				still	*stelljăną	255
1396	s t ɪ l	*stelljăną	stɪl	still	382	English				still	*stelljăną	255
2217	s t i l l a n	*stelljăną	stɪl	stillan	382	Old_English	OE stillan wv. 'to still, calm' matches verb form of Du. stillen, G stillen; stille is adj.			still	*stelljăną	255
1395	ʃ t ɪ l ə n	*stelljăną	ʃtɪlən	stillen	382	German				still	*stelljăną	255
449	s t ɛ l t	*steltjōn	stɛlt	stelt	123	Dutch				stilt	*steltjōn	256
448	s t ɪ l t	*steltjōn	stɪlt	stilt	123	English				stilt	*steltjōn	256
2218	* s t i l t e	*steltjōn	stɪlt	-	123	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Unattested OE; reconstructed *stilte.			stilt	*steltjōn	256
447	ʃ t ɛ l ts ə	*steltjōn	ʃtɛlt͡sə	Stelze	123	German				stilt	*steltjōn	256
1902	s t ɔ k	*stukkăz	stɔk	stok	521	Dutch				stock	*stukkăz	257
1901	s t ɔ k	*stukkăz	stɔk	stock	521	English				stock	*stukkăz	257
2219	s t o c c	*stukkăz	stɔk	stocc	521	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stock	*stukkăz	257
1900	ʃ t ɔ k	*stukkăz	ʃtɔk	Stock	521	German				stock	*stukkăz	257
1416	s t eː n	*stainăz	steːn	steen	387	Dutch				stone	*stainăz	258
1415	s t əʊ n	*stainăz	stəʊn	stone	387	English				stone	*stainăz	258
2220	s t ā n	*stainăz	stɑːn	stān	387	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stone	*stainăz	258
1414	ʃ t ai n	*stainăz	ʃtain	Stein	387	German				stone	*stainăz	258
1895	s t uː l	*stōlăz	stuːl	stoel	519	Dutch				stool	*stōlăz	259
1894	s t uː l	*stōlăz	stuːl	stool	519	English				stool	*stōlăz	259
2221	s t ō l	*stōlăz	stuːl	stōl	519	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stool	*stōlăz	259
1893	ʃ t uː l	*stōlăz	ʃtuːl	Stuhl	519	German				stool	*stōlăz	259
594	s t ɔː k	*sturkăz	stɔːk	stork	163	English				stork	*sturkăz	358
2222	s t o r c	*sturkăz	stɔːk	storc	163	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stork	*sturkăz	358
593	ʃ t ɔ r x	*sturkăz	ʃtɔrx	Storch	163	German				stork	*sturkăz	358
672	s t ɔ r m	*sturmăz	stɔrm	storm	184	Dutch				storm	*sturmăz	260
671	s t ɔː m	*sturmăz	stɔːm	storm	184	English				storm	*sturmăz	260
2223	s t o r m	*sturmăz	stɔːm	storm	184	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			storm	*sturmăz	260
670	ʃ t ʊ r m	*sturmăz	ʃtʊrm	Sturm	184	German				storm	*sturmăz	260
1255	s t r oː	*strawą	stroː	stro	344	Dutch				straw	*strawą	261
1254	s t r ɔː	*strawą	strɔː	straw	344	English				straw	*strawą	261
2224	s t r ē a w	*strawą	strɔː	strēaw	344	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			straw	*strawą	261
1253	ʃ t r oː	*strawą	ʃtroː	Stroh	344	German				straw	*strawą	261
1363	s t r oː m	*straumăz	stroːm	stroom	373	Dutch				stream	*straumăz	262
1362	s t r iː m	*straumăz	striːm	stream	373	English				stream	*straumăz	262
2225	s t r ē a m	*straumăz	striːm	strēam	373	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stream	*straumăz	262
1361	ʃ t r oː m	*straumăz	ʃtroːm	Strom	373	German				stream	*straumăz	262
733	s t r ɛ k ə	*strakkjăną	strɛkə	strekken	201	Dutch				stretch	*strakkjăną	263
732	s t r ɛ ʧ	*strakkjăną	strɛʧ	stretch	201	English				stretch	*strakkjăną	263
2226	s t r e ċ ċ a n	*strakkjăną	strɛʧ	streċċan	201	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stretch	*strakkjăną	263
731	ʃ t r ɛ k ə n	*strakkjăną	ʃtrɛkən	strecken	201	German				stretch	*strakkjăną	263
359	s t r oː j ə	*strawjăną	stroːjə	strooien	99	Dutch				strew	*strawjăną	264
358	s t r uː	*strawjăną	struː	strew	99	English				strew	*strawjăną	264
2227	s t r e w i a n	*strawjăną	struː	strewian	99	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			strew	*strawjăną	264
357	ʃ t r ɔy ə n	*strawjăną	ʃtrɔyən	streuen	99	German				strew	*strawjăną	264
495	s t r ɛ ŋ	*strangiz	strɛŋ	streng	135	Dutch				string	*strangiz	265
494	s t r ɪ ŋ	*strangiz	strɪŋ	string	135	English				string	*strangiz	265
2228	s t r e n ġ	*strangiz	strɪŋ	strenġ	135	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			string	*strangiz	265
493	ʃ t r a ŋ	*strangiz	ʃtraŋ	Strang	135	German				string	*strangiz	265
607	s t ʌ d	*stōdą	stʌd	stud	167	English				stud	*stōdą	359
2229	s t ō d	*stōdą	stʌd	stōd	167	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stud	*stōdą	359
606	ʃ t uː t ə	*stōdą	ʃtuːtə	Stute	167	German				stud	*stōdą	359
1872	z oː m ə r	*sumarăz	zoːmər	zomer	513	Dutch				summer	*sumarăz	266
1871	s ʌ m ə	*sumarăz	sʌmə	summer	513	English				summer	*sumarăz	266
2230	s u m e r	*sumarăz	sʌmər	sumer	513	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der) | Note: proto corrected *sumerăz→*sumarăz (Kroonen *sumara-, R/T *sumaraz both have *a). Both sumer and sumor attested (Kroonen); sumer is the regular reflex via a-fronting (R/T §5.1.2, §6.9.6). sumor has unexplained -o- (R/T §3.1.5).			summer	*sumarăz	266
1870	z ɔ m ə r	*sumarăz	zɔmər	Sommer	513	German				summer	*sumarăz	266
1758	z ɔ n	*sunnōn	zɔn	zon	481	Dutch				sun	*sunnōn	267
1757	s ʌ n	*sunnōn	sʌn	sun	481	English				sun	*sunnōn	267
2231	s u n n e	*sunnōn	ˈsun.ne	sunne	481	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sun	*sunnōn	267
1756	z ɔ n ə	*sunnōn	zɔnə	Sonne	481	German				sun	*sunnōn	267
1656	ɑ f s ɔ n d ə r ə	( ɑ f ) s ɔ n d ə r ( ə - - - - - )	ɑfsɔndərə	afzonderen	454	Dutch				sunder	*sundrōjăną	268
1655	s ʌ n d ə	*sundrōjăną	sʌndə	sunder	454	English				sunder	*sundrōjăną	268
2232	s u n d o r	*sundrōjăną	sʌndə	sundor-	454	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			sunder	*sundrōjăną	268
1654	z ɔ n d ə r n	*sundrōjăną	zɔndərn	sondern	454	German				sunder	*sundrōjăną	268
1367	z œy p ə	*sūpăną	zœypə	zuipen	374	Dutch				sup	*sūpăną	269
1366	s ʌ p	*sūpăną	sʌp	sup	374	English				sup	*sūpăną	269
2233	s ū p a n	*sūpăną	sʌp	sūpan	374	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sup	*sūpăną	269
1365	z au f ə n	*sūpăną	zaufən	saufen	374	German				sup	*sūpăną	269
1283	z ʋ aː l yː ʋ	*swalwōn	zʋaːlyːʋ	zwaluw	352	Dutch				swallow	*swalwōn	270
1282	s ʋ ɔ l əʊ	*swalwōn	sʋɔləʊ	swallow	352	English				swallow	*swalwōn	270
2234	s w e a l w e	*swalwōn	sʋɔləʊ	swealwe	352	Old_English	Kroonen *swalwōn- f. 'swallow (bird)' → OE swealwe f.; swelgan is the verb 'to swallow' | TSV fix: proto *swalgwōn → *swalwōn (Kroonen *swalwōn-, R/T *swalwa; no *g in this etymology, confused with *swelganą to swallow).			swallow	*swalwōn	270
1281	ʃ v a l b ə	*swalwōn	ʃvalbə	Schwalbe	352	German				swallow	*swalwōn	270
1630	s ʋ ɔ n	*swanăz	sʋɔn	swan	447	English				swan	*swanăz	360
2235	s w a n	*swanas	sʋɔn	swanes	447	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)	 | Note: using gen.sg. *swanas (> swanes)		swan	*swanas	360
1629	ʃ v aː n	*swanăz	ʃvaːn	Schwan	447	German				swan	*swanăz	360
679	s ʋ ɛ l	*swellăną	sʋɛl	swell	186	English				swell	*swellăną	361
2236	s w e l l a n	*swellăną	sʋɛl	swellan	186	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			swell	*swellăną	361
678	ʃ v ɛ l ə n	*swellăną	ʃvɛlən	schwellen	186	German				swell	*swellăną	361
985	z ʋ ɛ m ə	*swimmăną	zʋɛmə	zwemmen	270	Dutch				swim	*swimmăną	271
984	s ʋ ɪ m	*swimmăną	sʋɪm	swim	270	English				swim	*swimmăną	271
2237	s w i m m a n	*swimmăną	sʋɪm	swimman	270	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			swim	*swimmăną	271
983	ʃ v ɪ m ə n	*swimmăną	ʃvɪmən	schwimmen	270	German				swim	*swimmăną	271
1078	z ʋ ɛɪ n	*swīną	zʋɛɪn	zwijn	295	Dutch				swine	*swīną	272
1077	s ʋ aɪ n	*swīną	sʋaɪn	swine	295	English				swine	*swīną	272
2238	s w ī n	*swīną	sʋaɪn	swīn	295	Old_English	Proto: oblique *swīnăn→*swīną (n. a-stem nom.sg.; Kroonen)			swine	*swīną	272
1076	ʃ v ai n	*swīną	ʃvain	Schwein	295	German				swine	*swīną	272
209	z ʋ aː r t	*swerdą	zʋaːrt	zwaard	58	Dutch				sword	*swerdą	273
208	s ɔː d	*swerdą	sɔːd	sword	58	English				sword	*swerdą	273
2239	s w e o r d	*swerdą	sɔːd	sweord	58	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sword	*swerdą	273
207	ʃ v eː r t	*swerdą	ʃveːrt	Schwert	58	German				sword	*swerdą	273
330	t ɑ p	*tappô	tɑp	tap	91	Dutch				tap	*tappô	274
329	t æ p	*tappô	tæp	tap	91	English				tap	*tappô	274
2240	t æ p p a n	*tappăn	tæppan	tæppan	91	Old_English	Oblique (n-stem acc.sg.) *tappăn > tæppan: suffix *-an has front *a, no A-restoration, AFB gives æ. Nom.sg. *tappô would trigger A-restoration (*a > *a retained), but attested OE tæppa shows paradigmatic leveling from oblique. Parallel to cow (*kūi > cȳ), fire (*fūri > fȳre).			tap	*tappăn	274
328	ts a pf ə n	*tappô	t͡sap͡fən	Zapfen	91	German				tap	*tappô	274
1389	t oː m	*tauxmăz	toːm	toom	380	Dutch				team	*tauxmăz	275
1388	t iː m	*tauxmăz	tiːm	team	380	English				team	*tauxmăz	275
2241	t ē a m	*tauxmăz	tiːm	tēam	380	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			team	*tauxmăz	275
1387	ts au m	*tauxmăz	t͡saum	Zaum	380	German				team	*tauxmăz	275
863	t iː n	*texun	tiːn	tien	237	Dutch				ten	*texun	276
862	t ɛ n	*texun	tɛn	ten	237	English				ten	*texun	276
2242	t ī e n	*texun	tɛn	tīen	237	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ten	*texun	276
861	ts eː n	*texun	t͡seːn	zehn	237	German				ten	*texun	276
1804	θ eɪ n	*θegnăz	θeɪn	thane	494	English				thane	*θegnăz	362
2243	þ e ġ n	*θegnăz	θeɪn	þeġn	494	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | TSV fix: target þæġn → þeġn (R/T reconstruct *þegnaz with *e and give OE þegn, matching pipeline output).			thane	*θegnăz	362
1803	d eː ɡ ə n	*θegnăz	deːɡən	Degen	494	German				thane	*θegnăz	362
1198	d ɑ ŋ k	*θankăz	dɑŋk	dank	328	Dutch	!			thanks	*θankăz	277
1197	θ æ ŋ k s	*θankăz	θæŋks	thanks	328	English	!			thanks	*θankăz	277
2244	þ a n c	*θankăz	θæŋks	þanc	328	Old_English	TSV: þancas (nom.pl.) → þanc (nom.sg.); *θankăz is masc. a-stem nom.sg.			thanks	*θankăz	277
1196	d a ŋ k	*θankăz	daŋk	Dank	328	German				thanks	*θankăz	277
952	d ɑ k	*θaką	dɑk	dak	261	Dutch				thatch	*θaką	278
951	θ æ ʧ	*θaką	θæʧ	thatch	261	English				thatch	*θaką	278
2245	þ æ c	*θaką	θæʧ	þæc	261	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thatch	*θaką	278
950	d a x	*θaką	dax	Dach	261	German				thatch	*θaką	278
652	d iː f	*θeubăz	diːf	dief	179	Dutch				thief	*θeubăz	279
651	θ iː f	*θeubăz	θiːf	thief	179	English				thief	*θeubăz	279
2246	þ ē o f	*θeubăz	θiːf	þēof	179	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thief	*θeubăz	279
650	d iː p	*θeubăz	diːp	Dieb	179	German				thief	*θeubăz	279
715	d ɪ ŋ	*þingą	dɪŋ	ding	196	Dutch				thing	*þingą	280
714	θ ɪ ŋ	*þingą	θɪŋ	thing	196	English				thing	*þingą	280
2247	þ i n g	*þingą	θɪŋ	þing	196	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thing	*þingą	280
713	d ɪ ŋ	*þingą	dɪŋ	Ding	196	German				thing	*þingą	280
355	d ɛ ŋ k ə	*θankjăną	dɛŋkə	denken	98	Dutch	Proto: *θankăz → *θankjăną (weak verb, Kroonen *þankjan- 'to think')			think	*θankjăną	281
354	θ ɪ ŋ k	*θankjăną	θɪŋk	think	98	English	Proto: *θankăz → *θankjăną (weak verb, Kroonen *þankjan- 'to think')			think	*θankjăną	281
